state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,ccd_era,prod_efficiency,value_per_colony,numcol_yoy_pct,totalprod_yoy_pct,prodvalue_yoy_pct,stock_ratio,price_volatility,region
OR,60000.0,32,1920000.0,845000.0,2.16,4147000.0,2012,Post-CCD,31.999466675555407,69.11551474142098,0.0,-5.882352941176472,21.009629413481168,0.4401039374458659,0.2926317367158474,
PA,26000.0,66,1716000.0,789000.0,0.8,1373000.0,1998,Pre-CCD,65.99746163609092,52.805661320718436,,,,0.4597899418473532,,
PA,28000.0,60,1680000.0,790000.0,0.76,1277000.0,1999,Pre-CCD,59.997857219385025,45.60551408878254,7.692307692307687,-2.0979020979020935,-6.991988346686084,0.4702378153346337,,
PA,25000.0,45,1125000.0,630000.0,0.76,855000.0,2000,Pre-CCD,44.99820007199712,34.19863205471781,-10.71428571428571,-33.03571428571429,-33.046202036021924,0.5599995022226647,0.023094010767585042,
PA,26000.0,57,1482000.0,785000.0,0.92,1363000.0,2001,Pre-CCD,56.99780777662398,52.421060728433524,4.0000000000000036,31.733333333333324,59.415204678362564,0.5296892512218278,0.09237604307034013,
PA,29000.0,57,1653000.0,827000.0,1.34,2215000.0,2002,Pre-CCD,56.99803455053274,76.37667666632186,11.538461538461542,11.538461538461542,62.509170946441685,0.5003021776756336,0.29955522584881294,
PA,27000.0,50,1350000.0,419000.0,1.44,1944000.0,2003,Pre-CCD,49.998148216732716,71.9973334320951,-6.896551724137934,-18.330308529945547,-12.234762979683978,0.31037014046656264,0.2759226944876647,
PA,30000.0,54,1620000.0,810000.0,1.42,2300000.0,2004,Pre-CCD,53.998200059998,76.66411119629346,11.111111111111116,19.999999999999996,18.31275720164609,0.4999996913582152,0.052915026221289144,
PA,28000.0,56,1568000.0,800000.0,1.12,1756000.0,2005,Pre-CCD,55.99800007142602,62.712045998357205,-6.666666666666665,-3.2098765432098775,-23.652173913043473,0.5102037562476044,0.1792577287966493,
PA,28000.0,40,1120000.0,605000.0,1.63,1826000.0,2006,Post-CCD,39.99857147959001,65.21195671583158,0.0,-28.57142857142857,3.9863325740318922,0.5401780891267062,0.25632011235952523,
PA,25000.0,42,1050000.0,326000.0,1.7,1785000.0,2007,Post-CCD,41.99832006719731,71.39714411423543,-10.71428571428571,-6.25,-2.2453450164293565,0.3104758947848621,0.316596483450674,
PA,23000.0,48,1104000.0,276000.0,1.65,1822000.0,2008,Post-CCD,47.99791313421156,79.2139472196861,-7.9999999999999964,5.142857142857138,2.0728291316526537,0.24999977355092975,0.036055512754632146,
PA,21000.0,40,840000.0,319000.0,2.03,1705000.0,2009,Post-CCD,39.998095328793866,81.18661016142089,-8.695652173913048,-23.913043478260864,-6.421514818880347,0.3797614526649373,0.20647840887931249,
PA,30000.0,37,1110000.0,377000.0,2.13,2364000.0,2010,Post-CCD,36.998766707776404,78.79737342088598,42.85714285714286,32.14285714285714,38.651026392961874,0.339639333658258,0.2532455988429658,
